,name,chapter,appeared,rolling_appearance
149247,Yasopp,96,1,1.0
149304,Alvida,97,1,2.0
149830,Hanger,97,1,1.0
149924,Ipponmatsu,97,1,1.0
149925,Ipponume,97,1,1.0
150242,Monkey D. Luffy,97,1,9.0
150292,Nami,97,1,6.0
150485,Roronoa Zoro,97,1,8.0
150520,Sanji,97,1,6.0
150598,Smoker,97,1,1.0
150665,Tashigi,97,1,2.0
150859,Alvida,98,1,2.0
150990,Buggy,98,1,6.0
151000,Cabaji,98,1,1.0
151725,Mashikaku,98,1,1.0
151797,Monkey D. Luffy,98,1,9.0
151847,Nami,98,1,8.0
152040,Roronoa Zoro,98,1,7.0
152075,Sanji,98,1,8.0
152078,Sapi,98,1,1.0
152153,Smoker,98,1,2.0
152220,Tashigi,98,1,3.0
152297,Usopp,98,1,7.0
152371,Yu,98,1,1.0
152414,Alvida,99,1,3.0
152545,Buggy,99,1,3.0
152555,Cabaji,99,1,2.0
153343,Mohji,99,1,1.0
153352,Monkey D. Luffy,99,1,19.0
153402,Nami,99,1,16.0
153567,Richie,99,1,1.0
153595,Roronoa Zoro,99,1,13.0
153630,Sanji,99,1,11.0
153708,Smoker,99,1,3.0
153775,Tashigi,99,1,3.0
153852,Usopp,99,1,11.0
153969,Alvida,100,1,
154100,Buggy,100,1,
154110,Cabaji,100,1,
154835,Mashikaku,100,1,
154898,Mohji,100,1,
154907,Monkey D. Luffy,100,1,
154957,Nami,100,1,
155122,Richie,100,1,
155150,Roronoa Zoro,100,1,
155185,Sanji,100,1,
155263,Smoker,100,1,
155330,Tashigi,100,1,
155407,Usopp,100,1,
155604,Birdy,101,1,
156020,Googly-Eyed,101,1,
156462,Monkey D. Luffy,101,1,
156477,Mottled,101,1,
156512,Nami,101,1,
156705,Roronoa Zoro,101,1,
156740,Sanji,101,1,
156913,Topknot,101,1,
156962,Usopp,101,1,
157883,Laboon,102,1,1.0
158017,Monkey D. Luffy,102,1,18.0
158067,Nami,102,1,15.0
158260,Roronoa Zoro,102,1,17.0
158295,Sanji,102,1,13.0
158517,Usopp,102,1,14.0
158937,Crocus,103,1,1.0
159438,Laboon,103,1,2.0
159572,Monkey D. Luffy,103,1,19.0
159601,Mr. 9,103,1,1.0
159622,Nami,103,1,13.0
159815,Roronoa Zoro,103,1,17.0
159850,Sanji,103,1,15.0
160072,Usopp,103,1,12.0
160492,Crocus,104,1,2.0
160993,Laboon,104,1,3.0
161127,Monkey D. Luffy,104,1,14.0
161156,Mr. 9,104,1,2.0
161177,Nami,104,1,7.0
161370,Roronoa Zoro,104,1,16.0
161405,Sanji,104,1,16.0
161627,Usopp,104,1,7.0
162047,Crocus,105,1,3.0
162548,Laboon,105,1,3.0
162657,Miss Friday,105,1,1.0
162682,Monkey D. Luffy,105,1,15.0
162711,Mr. 9,105,1,3.0
162715,Mr. 13,105,1,1.0
162732,Nami,105,1,10.0
162925,Roronoa Zoro,105,1,14.0
162960,Sanji,105,1,14.0
163182,Usopp,105,1,10.0
164210,Miss Catherina,106,1,1.0
164212,Miss Friday,106,1,2.0
164237,Monkey D. Luffy,106,1,20.0
164266,Mr. 9,106,1,3.0
164270,Mr. 13,106,1,2.0
164271,Mr. Beans,106,1,1.0
164287,Nami,106,1,17.0
164480,Roronoa Zoro,106,1,16.0
164515,Sanji,106,1,13.0
164737,Usopp,106,1,16.0
165765,Miss Catherina,107,1,2.0
165768,Miss Monday,107,1,1.0
165792,Monkey D. Luffy,107,1,23.0
165821,Mr. 9,107,1,3.0
165826,Mr. Beans,107,1,2.0
165831,Mr. Shimizu,107,1,1.0
165842,Nami,107,1,21.0
166035,Roronoa Zoro,107,1,17.0
166070,Sanji,107,1,20.0
166292,Usopp,107,1,22.0
167320,Miss Catherina,108,1,3.0
167323,Miss Monday,108,1,2.0
167376,Mr. 9,108,1,3.0
167381,Mr. Beans,108,1,3.0
167590,Roronoa Zoro,108,1,17.0
168672,Karoo,109,1,1.0
168931,Mr. 9,109,1,3.0
169145,Roronoa Zoro,109,1,12.0
170126,Igaram,110,1,1.0
170227,Karoo,110,1,2.0
170432,Miss Friday,110,1,1.0
170433,Miss Monday,110,1,2.0
170457,Monkey D. Luffy,110,1,9.0
170486,Mr. 9,110,1,3.0
170490,Mr. 13,110,1,1.0
170507,Nami,110,1,8.0
170520,Nefertari Vivi,110,1,3.0
170700,Roronoa Zoro,110,1,9.0
171681,Igaram,111,1,2.0
171782,Karoo,111,1,3.0
171988,Miss Monday,111,1,2.0
172012,Monkey D. Luffy,111,1,19.0
172062,Nami,111,1,13.0
172075,Nefertari Vivi,111,1,4.0
172255,Roronoa Zoro,111,1,11.0
173337,Karoo,112,1,4.0
173567,Monkey D. Luffy,112,1,21.0
173630,Nefertari Vivi,112,1,7.0
173810,Roronoa Zoro,112,1,10.0
174791,Igaram,113,1,3.0
174892,Karoo,113,1,4.0
175097,Miss Friday,113,1,1.0
175122,Monkey D. Luffy,113,1,22.0
175155,Mr. 13,113,1,1.0
175172,Nami,113,1,19.0
175185,Nefertari Vivi,113,1,9.0
175365,Roronoa Zoro,113,1,16.0
175777,Banchi,114,1,1.0
176447,Karoo,114,1,3.0
176677,Monkey D. Luffy,114,1,24.0
176727,Nami,114,1,21.0
176740,Nefertari Vivi,114,1,6.0
176920,Roronoa Zoro,114,1,22.0
176955,Sanji,114,1,19.0
177177,Usopp,114,1,20.0
177418,Brontosaurus,115,1,1.0
178002,Karoo,115,1,3.0
178232,Monkey D. Luffy,115,1,21.0
178282,Nami,115,1,24.0
178295,Nefertari Vivi,115,1,3.0
178475,Roronoa Zoro,115,1,20.0
178510,Sanji,115,1,16.0
178732,Usopp,115,1,21.0
178972,Brogy,116,1,13.0
178973,Brontosaurus,116,1,2.0
179212,Dorry,116,1,11.0
179557,Karoo,116,1,3.0
179787,Monkey D. Luffy,116,1,13.0
179837,Nami,116,1,16.0
179850,Nefertari Vivi,116,1,3.0
180030,Roronoa Zoro,116,1,12.0
180065,Sanji,116,1,10.0
180287,Usopp,116,1,15.0
180527,Brogy,117,1,7.0
180767,Dorry,117,1,6.0
181112,Karoo,117,1,3.0
181342,Monkey D. Luffy,117,1,5.0
181392,Nami,117,1,7.0
181405,Nefertari Vivi,117,1,3.0
181617,Samurai Batts,117,1,1.0
181842,Usopp,117,1,7.0
182082,Brogy,118,1,6.0
182322,Dorry,118,1,6.0
182897,Monkey D. Luffy,118,1,6.0
182947,Nami,118,1,7.0
182960,Nefertari Vivi,118,1,3.0
183397,Usopp,118,1,7.0
183637,Brogy,119,1,7.0
183877,Dorry,119,1,7.0
184452,Monkey D. Luffy,119,1,7.0
184502,Nami,119,1,8.0
184515,Nefertari Vivi,119,1,4.0
184695,Roronoa Zoro,119,1,7.0
184952,Usopp,119,1,8.0
185192,Brogy,120,1,8.0
185432,Dorry,120,1,8.0
185777,Karoo,120,1,3.0
186007,Monkey D. Luffy,120,1,9.0
186070,Nefertari Vivi,120,1,5.0
186507,Usopp,120,1,9.0
186747,Brogy,121,1,9.0
187332,Karoo,121,1,4.0
187562,Monkey D. Luffy,121,1,10.0
187612,Nami,121,1,10.0
187625,Nefertari Vivi,121,1,6.0
187805,Roronoa Zoro,121,1,9.0
188062,Usopp,121,1,10.0
188302,Brogy,122,1,10.0
188887,Karoo,122,1,5.0
189117,Monkey D. Luffy,122,1,11.0
189167,Nami,122,1,11.0
189180,Nefertari Vivi,122,1,7.0
189360,Roronoa Zoro,122,1,10.0
189617,Usopp,122,1,11.0
189857,Brogy,123,1,10.0
190442,Karoo,123,1,5.0
190672,Monkey D. Luffy,123,1,11.0
190722,Nami,123,1,11.0
190735,Nefertari Vivi,123,1,7.0
190915,Roronoa Zoro,123,1,10.0
191172,Usopp,123,1,11.0
191997,Karoo,124,1,6.0
192227,Monkey D. Luffy,124,1,12.0
192277,Nami,124,1,12.0
192290,Nefertari Vivi,124,1,8.0
192470,Roronoa Zoro,124,1,11.0
192727,Usopp,124,1,12.0
193552,Karoo,125,1,7.0
193782,Monkey D. Luffy,125,1,13.0
194060,Sanji,125,1,5.0
194282,Usopp,125,1,13.0
194522,Brogy,126,1,11.0
195107,Karoo,126,1,8.0
195337,Monkey D. Luffy,126,1,14.0
195387,Nami,126,1,13.0
195400,Nefertari Vivi,126,1,9.0
195580,Roronoa Zoro,126,1,12.0
195615,Sanji,126,1,6.0
195837,Usopp,126,1,14.0
196077,Brogy,127,1,12.0
196256,Crocodile,127,1,1.0
196317,Dorry,127,1,8.0
196662,Karoo,127,1,9.0
196867,Miss Friday,127,1,1.0
196892,Monkey D. Luffy,127,1,15.0
196925,Mr. 13,127,1,1.0
196942,Nami,127,1,14.0
196955,Nefertari Vivi,127,1,10.0
197135,Roronoa Zoro,127,1,13.0
197170,Sanji,127,1,7.0
197392,Usopp,127,1,15.0
197632,Brogy,128,1,13.0
197872,Dorry,128,1,9.0
198135,Island Eater,128,1,1.0
198217,Karoo,128,1,10.0
198447,Monkey D. Luffy,128,1,16.0
198478,Mr. 11,128,1,1.0
198497,Nami,128,1,15.0
198510,Nefertari Vivi,128,1,11.0
198690,Roronoa Zoro,128,1,14.0
198725,Sanji,128,1,8.0
198803,Smoker,128,1,1.0
198870,Tashigi,128,1,1.0
198947,Usopp,128,1,16.0
199057,Akumai,129,1,1.0
199187,Brogy,129,1,14.0
199427,Dorry,129,1,10.0
199690,Island Eater,129,1,2.0
199772,Karoo,129,1,11.0
200002,Monkey D. Luffy,129,1,17.0
200052,Nami,129,1,16.0
200065,Nefertari Vivi,129,1,12.0
200245,Roronoa Zoro,129,1,15.0
200280,Sanji,129,1,9.0
200502,Usopp,129,1,17.0
201327,Karoo,130,1,12.0
201557,Monkey D. Luffy,130,1,19.0
201607,Nami,130,1,18.0
201620,Nefertari Vivi,130,1,13.0
201800,Roronoa Zoro,130,1,16.0
201835,Sanji,130,1,10.0
202057,Usopp,130,1,18.0
202431,Chess,131,1,1.0
202882,Karoo,131,1,13.0
202963,Kuromarimo,131,1,1.0
203112,Monkey D. Luffy,131,1,20.0
203162,Nami,131,1,19.0
203175,Nefertari Vivi,131,1,14.0
203355,Roronoa Zoro,131,1,17.0
203390,Sanji,131,1,11.0
203612,Usopp,131,1,19.0
203648,Wapol,131,1,1.0
204048,Dalton,132,1,1.0
204437,Karoo,132,1,14.0
204667,Monkey D. Luffy,132,1,21.0
204717,Nami,132,1,20.0
204730,Nefertari Vivi,132,1,15.0
204910,Roronoa Zoro,132,1,18.0
204945,Sanji,132,1,12.0
205167,Usopp,132,1,20.0
205603,Dalton,133,1,2.0
205992,Karoo,133,1,14.0
206222,Monkey D. Luffy,133,1,21.0
206272,Nami,133,1,20.0
206285,Nefertari Vivi,133,1,15.0
206287,Negikuma Maria,133,1,1.0
206465,Roronoa Zoro,133,1,19.0
206500,Sanji,133,1,13.0
206722,Usopp,133,1,20.0
207096,Chess,134,1,2.0
207158,Dalton,134,1,3.0
207625,Kureha,134,1,1.0
207777,Monkey D. Luffy,134,1,22.0
207827,Nami,134,1,21.0
207840,Nefertari Vivi,134,1,16.0
207842,Negikuma Maria,134,1,2.0
208055,Sanji,134,1,14.0
208190,Tamachibi,134,1,1.0
208227,Tony Tony Chopper,134,1,4.0
208277,Usopp,134,1,21.0
208313,Wapol,134,1,2.0
208651,Chess,135,1,3.0
208713,Dalton,135,1,4.0
209183,Kuromarimo,135,1,2.0
209332,Monkey D. Luffy,135,1,22.0
209382,Nami,135,1,22.0
209395,Nefertari Vivi,135,1,17.0
209561,Robson,135,1,1.0
209610,Sanji,135,1,14.0
209745,Tamachibi,135,1,2.0
209832,Usopp,135,1,22.0
209868,Wapol,135,1,3.0
210206,Chess,136,1,4.0
210268,Dalton,136,1,5.0
210738,Kuromarimo,136,1,3.0
210887,Monkey D. Luffy,136,1,23.0
210937,Nami,136,1,22.0
210950,Nefertari Vivi,136,1,18.0
211116,Robson,136,1,2.0
211165,Sanji,136,1,14.0
211387,Usopp,136,1,22.0
211423,Wapol,136,1,4.0
211761,Chess,137,1,5.0
212293,Kuromarimo,137,1,4.0
212442,Monkey D. Luffy,137,1,24.0
212492,Nami,137,1,22.0
212505,Nefertari Vivi,137,1,19.0
212671,Robson,137,1,3.0
212720,Sanji,137,1,15.0
212942,Usopp,137,1,22.0
212978,Wapol,137,1,5.0
213316,Chess,138,1,6.0
213848,Kuromarimo,138,1,5.0
213997,Monkey D. Luffy,138,1,24.0
214047,Nami,138,1,23.0
214226,Robson,138,1,4.0
214275,Sanji,138,1,16.0
214447,Tony Tony Chopper,138,1,3.0
214533,Wapol,138,1,6.0
215400,Kureha,139,1,2.0
215552,Monkey D. Luffy,139,1,24.0
215602,Nami,139,1,23.0
215615,Nefertari Vivi,139,1,20.0
215795,Roronoa Zoro,139,1,16.0
215830,Sanji,139,1,16.0
216002,Tony Tony Chopper,139,1,3.0
216052,Usopp,139,1,22.0
216426,Chess,140,1,7.0
216955,Kureha,140,1,3.0
216958,Kuromarimo,140,1,6.0
217107,Monkey D. Luffy,140,1,25.0
217157,Nami,140,1,23.0
217336,Robson,140,1,5.0
217385,Sanji,140,1,16.0
217557,Tony Tony Chopper,140,1,4.0
217643,Wapol,140,1,7.0
217981,Chess,141,1,8.0
218043,Dalton,141,1,6.0
218510,Kureha,141,1,4.0
218513,Kuromarimo,141,1,7.0
218662,Monkey D. Luffy,141,1,25.0
218712,Nami,141,1,23.0
218725,Nefertari Vivi,141,1,19.0
218891,Robson,141,1,6.0
218905,Roronoa Zoro,141,1,16.0
218940,Sanji,141,1,17.0
219112,Tony Tony Chopper,141,1,5.0
219162,Usopp,141,1,20.0
219198,Wapol,141,1,8.0
219848,Hiriluk,142,1,1.0
220651,Thalassa Lucas,142,1,1.0
221153,Dalton,143,1,7.0
221403,Hiriluk,143,1,2.0
221620,Kureha,143,1,5.0
222222,Tony Tony Chopper,143,1,6.0
222308,Wapol,143,1,9.0
222708,Dalton,144,1,8.0
222958,Hiriluk,144,1,3.0
223175,Kureha,144,1,6.0
223777,Tony Tony Chopper,144,1,7.0
223863,Wapol,144,1,10.0
224882,Monkey D. Luffy,145,1,22.0
225418,Wapol,145,1,11.0
225756,Chess,146,1,9.0
226285,Kureha,146,1,7.0
226288,Kuromarimo,146,1,8.0
226437,Monkey D. Luffy,146,1,22.0
226487,Nami,146,1,20.0
226666,Robson,146,1,7.0
226715,Sanji,146,1,18.0
226887,Tony Tony Chopper,146,1,8.0
226973,Wapol,146,1,12.0
227311,Chess,147,1,10.0
227313,Chessmarimo,147,1,1.0
227373,Dalton,147,1,9.0
227840,Kureha,147,1,8.0
227843,Kuromarimo,147,1,9.0
227992,Monkey D. Luffy,147,1,22.0
228055,Nefertari Vivi,147,1,15.0
228235,Roronoa Zoro,147,1,12.0
228270,Sanji,147,1,19.0
228442,Tony Tony Chopper,147,1,9.0
228492,Usopp,147,1,16.0
228528,Wapol,147,1,13.0
228868,Chessmarimo,148,1,2.0
228928,Dalton,148,1,10.0
229395,Kureha,148,1,9.0
229547,Monkey D. Luffy,148,1,22.0
229610,Nefertari Vivi,148,1,16.0
229790,Roronoa Zoro,148,1,13.0
229825,Sanji,148,1,19.0
229997,Tony Tony Chopper,148,1,10.0
230047,Usopp,148,1,16.0
230083,Wapol,148,1,14.0
230423,Chessmarimo,149,1,3.0
230950,Kureha,149,1,10.0
231102,Monkey D. Luffy,149,1,22.0
231380,Sanji,149,1,19.0
231552,Tony Tony Chopper,149,1,11.0
231638,Wapol,149,1,15.0
231978,Chessmarimo,150,1,4.0
232505,Kureha,150,1,11.0
232657,Monkey D. Luffy,150,1,22.0
232707,Nami,150,1,18.0
232935,Sanji,150,1,18.0
233107,Tony Tony Chopper,150,1,12.0
233193,Wapol,150,1,16.0
233593,Dalton,151,1,11.0
234060,Kureha,151,1,12.0
234212,Monkey D. Luffy,151,1,22.0
234275,Nefertari Vivi,151,1,13.0
234455,Roronoa Zoro,151,1,11.0
234662,Tony Tony Chopper,151,1,13.0
234712,Usopp,151,1,13.0
234748,Wapol,151,1,17.0
235148,Dalton,152,1,12.0
235615,Kureha,152,1,13.0
235767,Monkey D. Luffy,152,1,22.0
235817,Nami,152,1,17.0
235830,Nefertari Vivi,152,1,14.0
236010,Roronoa Zoro,152,1,12.0
236045,Sanji,152,1,18.0
236217,Tony Tony Chopper,152,1,14.0
236267,Usopp,152,1,14.0
236703,Dalton,153,1,13.0
237170,Kureha,153,1,14.0
237322,Monkey D. Luffy,153,1,22.0
237372,Nami,153,1,17.0
237385,Nefertari Vivi,153,1,14.0
237565,Roronoa Zoro,153,1,12.0
237600,Sanji,153,1,18.0
237772,Tony Tony Chopper,153,1,15.0
237822,Usopp,153,1,14.0
237932,Akumai,154,1,1.0
238241,Crocodile,154,1,1.0
238258,Dalton,154,1,14.0
238647,Karoo,154,1,3.0
238725,Kureha,154,1,15.0
238877,Monkey D. Luffy,154,1,22.0
238927,Nami,154,1,17.0
238940,Nefertari Vivi,154,1,14.0
239120,Roronoa Zoro,154,1,12.0
239155,Sanji,154,1,18.0
239327,Tony Tony Chopper,154,1,16.0
239377,Usopp,154,1,14.0
239661,Chaka,155,1,1.0
240202,Karoo,155,1,3.0
240432,Monkey D. Luffy,155,1,22.0
240482,Nami,155,1,17.0
240492,Nefertari Cobra,155,1,1.0
240495,Nefertari Vivi,155,1,14.0
240576,Pell,155,1,1.0
240611,Puppu,155,1,1.0
240675,Roronoa Zoro,155,1,12.0
240710,Sanji,155,1,18.0
240882,Tony Tony Chopper,155,1,17.0
240932,Usopp,155,1,14.0
241042,Akumai,156,1,2.0
241757,Karoo,156,1,3.0
241987,Monkey D. Luffy,156,1,22.0
242037,Nami,156,1,17.0
242050,Nefertari Vivi,156,1,14.0
242230,Roronoa Zoro,156,1,12.0
242265,Sanji,156,1,18.0
242437,Tony Tony Chopper,156,1,18.0
242487,Usopp,156,1,14.0
243312,Karoo,157,1,4.0
243470,Mashikaku,157,1,1.0
243542,Monkey D. Luffy,157,1,22.0
243592,Nami,157,1,17.0
243605,Nefertari Vivi,157,1,14.0
243711,Portgas D. Ace,157,1,1.0
243785,Roronoa Zoro,157,1,13.0
243820,Sanji,157,1,18.0
243898,Smoker,157,1,1.0
243965,Tashigi,157,1,1.0
243992,Tony Tony Chopper,157,1,18.0
244042,Usopp,157,1,14.0
244114,Yoshimoto,157,1,1.0
244867,Karoo,158,1,5.0
245025,Mashikaku,158,1,2.0
245097,Monkey D. Luffy,158,1,22.0
245147,Nami,158,1,17.0
245160,Nefertari Vivi,158,1,14.0
245266,Portgas D. Ace,158,1,2.0
245340,Roronoa Zoro,158,1,14.0
245375,Sanji,158,1,18.0
245453,Smoker,158,1,2.0
245520,Tashigi,158,1,2.0
245547,Tony Tony Chopper,158,1,19.0
245597,Usopp,158,1,14.0
245669,Yoshimoto,158,1,2.0
246422,Karoo,159,1,6.0
246580,Mashikaku,159,1,3.0
246652,Monkey D. Luffy,159,1,22.0
246683,Mr. 11,159,1,1.0
246688,Mr. Mellow,159,1,1.0
246702,Nami,159,1,17.0
246715,Nefertari Vivi,159,1,14.0
246821,Portgas D. Ace,159,1,3.0
246895,Roronoa Zoro,159,1,15.0
246930,Sanji,159,1,18.0
247008,Smoker,159,1,3.0
247075,Tashigi,159,1,3.0
247102,Tony Tony Chopper,159,1,20.0
247152,Usopp,159,1,14.0
247262,Akumai,160,1,3.0
247571,Crocodile,160,1,2.0
248207,Monkey D. Luffy,160,1,22.0
248257,Nami,160,1,17.0
248270,Nefertari Vivi,160,1,14.0
248450,Roronoa Zoro,160,1,17.0
248485,Sanji,160,1,17.0
248657,Tony Tony Chopper,160,1,20.0
248707,Usopp,160,1,14.0
248862,Banchi,161,1,1.0
249126,Crocodile,161,1,3.0
249762,Monkey D. Luffy,161,1,22.0
249812,Nami,161,1,17.0
249825,Nefertari Vivi,161,1,14.0
250005,Roronoa Zoro,161,1,17.0
250040,Sanji,161,1,17.0
250212,Tony Tony Chopper,161,1,20.0
250262,Usopp,161,1,14.0
251256,Matsuge,162,1,1.0
251317,Monkey D. Luffy,162,1,22.0
251367,Nami,162,1,17.0
251380,Nefertari Vivi,162,1,15.0
251560,Roronoa Zoro,162,1,17.0
251595,Sanji,162,1,18.0
251767,Tony Tony Chopper,162,1,21.0
251817,Usopp,162,1,15.0
252811,Matsuge,163,1,2.0
252872,Monkey D. Luffy,163,1,22.0
252922,Nami,163,1,17.0
252935,Nefertari Vivi,163,1,16.0
253115,Roronoa Zoro,163,1,18.0
253150,Sanji,163,1,18.0
253322,Tony Tony Chopper,163,1,21.0
253328,Toto,163,1,1.0
253372,Usopp,163,1,16.0
254262,Koza,164,1,1.0
254366,Matsuge,164,1,3.0
254427,Monkey D. Luffy,164,1,22.0
254477,Nami,164,1,17.0
254490,Nefertari Vivi,164,1,16.0
254670,Roronoa Zoro,164,1,18.0
254705,Sanji,164,1,18.0
254877,Tony Tony Chopper,164,1,21.0
254883,Toto,164,1,2.0
254927,Usopp,164,1,16.0
255346,Crocodile,165,1,4.0
255921,Matsuge,165,1,4.0
255982,Monkey D. Luffy,165,1,23.0
256032,Nami,165,1,18.0
256045,Nefertari Vivi,165,1,17.0
256225,Roronoa Zoro,165,1,19.0
256260,Sanji,165,1,19.0
256432,Tony Tony Chopper,165,1,22.0
256438,Toto,165,1,3.0
256482,Usopp,165,1,17.0
256901,Crocodile,166,1,5.0
257476,Matsuge,166,1,5.0
257537,Monkey D. Luffy,166,1,24.0
257587,Nami,166,1,19.0
257600,Nefertari Vivi,166,1,18.0
257780,Roronoa Zoro,166,1,20.0
257815,Sanji,166,1,20.0
257987,Tony Tony Chopper,166,1,22.0
258037,Usopp,166,1,18.0
258321,Chaka,167,1,2.0
258548,Erik,167,1,1.0
258556,Farafra,167,1,1.0
258858,Kappa,167,1,1.0
258862,Karoo,167,1,7.0
258873,Kebi,167,1,1.0
258927,Koza,167,1,2.0
259031,Matsuge,167,1,6.0
259092,Monkey D. Luffy,167,1,25.0
259142,Nami,167,1,20.0
259149,Natto,167,1,1.0
259152,Nefertari Cobra,167,1,2.0
259155,Nefertari Vivi,167,1,19.0
259199,Okame,167,1,1.0
259236,Pell,167,1,2.0
259335,Roronoa Zoro,167,1,21.0
259370,Sanji,167,1,21.0
259542,Tony Tony Chopper,167,1,22.0
259592,Usopp,167,1,19.0
260011,Crocodile,168,1,6.0
260586,Matsuge,168,1,7.0
260647,Monkey D. Luffy,168,1,25.0
260697,Nami,168,1,21.0
260710,Nefertari Vivi,168,1,20.0
260890,Roronoa Zoro,168,1,22.0
260925,Sanji,168,1,22.0
261003,Smoker,168,1,4.0
261070,Tashigi,168,1,4.0
261097,Tony Tony Chopper,168,1,23.0
261147,Usopp,168,1,20.0
261566,Crocodile,169,1,7.0
262202,Monkey D. Luffy,169,1,25.0
262252,Nami,169,1,21.0
262265,Nefertari Vivi,169,1,21.0
262346,Pell,169,1,3.0
262445,Roronoa Zoro,169,1,23.0
262558,Smoker,169,1,5.0
262686,Ultraking,169,1,1.0
262702,Usopp,169,1,21.0
263121,Crocodile,170,1,8.0
263757,Monkey D. Luffy,170,1,25.0
263807,Nami,170,1,23.0
263820,Nefertari Vivi,170,1,20.0
263901,Pell,170,1,4.0
264000,Roronoa Zoro,170,1,23.0
264113,Smoker,170,1,6.0
264257,Usopp,170,1,20.0
264367,Akumai,171,1,4.0
264541,Chaka,171,1,3.0
264768,Erik,171,1,2.0
265078,Kappa,171,1,2.0
265093,Kebi,171,1,2.0
265147,Koza,171,1,3.0
265585,Sam,171,1,1.0
265922,Akumai,172,1,5.0
265967,Banchi,172,1,2.0
266096,Chaka,172,1,4.0
266231,Crocodile,172,1,9.0
266323,Erik,172,1,3.0
266331,Farafra,172,1,2.0
266633,Kappa,172,1,3.0
266648,Kebi,172,1,3.0
266702,Koza,172,1,4.0
266867,Monkey D. Luffy,172,1,24.0
266917,Nami,172,1,23.0
266930,Nefertari Vivi,172,1,21.0
267110,Roronoa Zoro,172,1,23.0
267223,Smoker,172,1,7.0
267367,Usopp,172,1,21.0
267786,Crocodile,173,1,10.0
268422,Monkey D. Luffy,173,1,24.0
268472,Nami,173,1,23.0
268485,Nefertari Vivi,173,1,22.0
268665,Roronoa Zoro,173,1,24.0
268778,Smoker,173,1,8.0
268922,Usopp,173,1,22.0
269341,Crocodile,174,1,11.0
269977,Monkey D. Luffy,174,1,24.0
270027,Nami,174,1,24.0
270040,Nefertari Vivi,174,1,22.0
270220,Roronoa Zoro,174,1,24.0
270255,Sanji,174,1,18.0
270333,Smoker,174,1,9.0
270427,Tony Tony Chopper,174,1,18.0
270461,Ultraking,174,1,2.0
270477,Usopp,174,1,22.0
270896,Crocodile,175,1,12.0
271532,Monkey D. Luffy,175,1,24.0
271582,Nami,175,1,24.0
271595,Nefertari Vivi,175,1,22.0
271775,Roronoa Zoro,175,1,24.0
271810,Sanji,175,1,18.0
271888,Smoker,175,1,10.0
271982,Tony Tony Chopper,175,1,18.0
272032,Usopp,175,1,22.0
272451,Crocodile,176,1,13.0
272688,Hasami,176,1,1.0
273026,Matsuge,176,1,8.0
273087,Monkey D. Luffy,176,1,24.0
273137,Nami,176,1,24.0
273150,Nefertari Vivi,176,1,22.0
273330,Roronoa Zoro,176,1,24.0
273365,Sanji,176,1,18.0
273443,Smoker,176,1,11.0
273537,Tony Tony Chopper,176,1,18.0
273587,Usopp,176,1,22.0
274006,Crocodile,177,1,13.0
274243,Hasami,177,1,2.0
274581,Matsuge,177,1,9.0
274642,Monkey D. Luffy,177,1,24.0
274692,Nami,177,1,24.0
274705,Nefertari Vivi,177,1,22.0
274717,Nico Robin,177,1,1.0
274885,Roronoa Zoro,177,1,24.0
274920,Sanji,177,1,18.0
275092,Tony Tony Chopper,177,1,18.0
275142,Usopp,177,1,22.0
275561,Crocodile,178,1,14.0
275798,Hasami,178,1,3.0
276197,Monkey D. Luffy,178,1,24.0
276247,Nami,178,1,24.0
276260,Nefertari Vivi,178,1,22.0
276440,Roronoa Zoro,178,1,24.0
276475,Sanji,178,1,18.0
276553,Smoker,178,1,12.0
276620,Tashigi,178,1,5.0
276647,Tony Tony Chopper,178,1,18.0
276697,Usopp,178,1,22.0
276981,Chaka,179,1,4.0
277116,Crocodile,179,1,15.0
277216,Farafra,179,1,3.0
277353,Hasami,179,1,4.0
277587,Koza,179,1,5.0
277691,Matsuge,179,1,10.0
277752,Monkey D. Luffy,179,1,24.0
277802,Nami,179,1,24.0
277812,Nefertari Cobra,179,1,2.0
277815,Nefertari Vivi,179,1,22.0
277995,Roronoa Zoro,179,1,24.0
278030,Sanji,179,1,18.0
278108,Smoker,179,1,13.0
278175,Tashigi,179,1,6.0
278202,Tony Tony Chopper,179,1,18.0
278208,Toto,179,1,4.0
278252,Usopp,179,1,22.0
278407,Banchi,180,1,3.0
278485,Bourbon Jr.,180,1,1.0
278670,Cowboy,180,1,1.0
278908,Hasami,180,1,5.0
278927,Hikoichi,180,1,1.0
278976,Igaram,180,1,1.0
279000,Ivan X,180,1,1.0
279077,Karoo,180,1,3.0
279091,Kentauros,180,1,1.0
279246,Matsuge,180,1,11.0
279307,Monkey D. Luffy,180,1,24.0
279357,Nami,180,1,24.0
279367,Nefertari Cobra,180,1,3.0
279370,Nefertari Vivi,180,1,21.0
279382,Nico Robin,180,1,2.0
279451,Pell,180,1,4.0
279550,Roronoa Zoro,180,1,23.0
279585,Sanji,180,1,17.0
279693,Stomp,180,1,1.0
279757,Tony Tony Chopper,180,1,17.0
279763,Toto,180,1,5.0
279807,Usopp,180,1,21.0
280040,Bourbon Jr.,181,1,2.0
280091,Chaka,181,1,5.0
280225,Cowboy,181,1,2.0
280318,Erik,181,1,4.0
280482,Hikoichi,181,1,2.0
280555,Ivan X,181,1,2.0
280632,Karoo,181,1,3.0
280646,Kentauros,181,1,2.0
